conf_ini;rep_ini;rcp_ini;paso;rh0;pozo
-0.2;0.6;-0.2;36;0.5107417278965231;-284.23599999999834
-0.2;0.6;-0.2;37;0.5134127136105704;-290.8599999999979
-0.2;0.6;-0.2;38;0.5164240845810977;-297.19399999999763
-0.2;0.6;-0.2;39;0.5195242492388208;-303.5719999999972
-0.2;0.6;-0.2;40;0.522712132687992;-309.757999999997
-0.2;0.6;-0.2;41;0.5265435362618066;-316.0199999999967
-0.2;0.6;-0.2;42;0.530513993734172;-322.1399999999964
-0.2;0.6;-0.2;43;0.5337347377112028;-328.10199999999605
-0.2;0.6;-0.2;44;0.5376785835553501;-333.6719999999958
-0.2;0.6;-0.2;45;0.5412084885329922;-339.5439999999955
-0.2;0.6;-0.2;46;0.5440005874537038;-345.22399999999527
-0.2;0.6;-0.2;47;0.5477752296307359;-350.59799999999484
-0.2;0.6;-0.2;48;0.5522363609203248;-355.8779999999947
-0.2;0.6;-0.2;49;0.5560172489526818;-361.1119999999945
-0.2;0.6;-0.2;50;0.5593931366165734;-365.9839999999946
-0.2;0.6;-0.2;51;0.5631525571867243;-370.90199999999425
-0.2;0.6;-0.2;52;0.5668516009265678;-375.87999999999397
-0.2;0.6;-0.2;53;0.5706584594980186;-380.73999999999376
-0.2;0.6;-0.2;54;0.5736967264955075;-385.25399999999377
-0.2;0.6;-0.2;55;0.5768299582289199;-389.55999999999375
-0.2;0.6;-0.2;56;0.5801247340126976;-393.98999999999336
-0.2;0.6;-0.2;57;0.5829867520963353;-398.35999999999376
-0.2;0.6;-0.2;58;0.5857511456594955;-402.57599999999337
-0.2;0.6;-0.2;59;0.5878953170735037;-406.77399999999346
-0.2;0.6;-0.2;60;0.5901680283053676;-410.9319999999935
-0.2;0.6;-0.2;61;0.5926013592982096;-414.97399999999334
-0.2;0.6;-0.2;62;0.5950479308849439;-418.96799999999325
-0.2;0.6;-0.2;63;0.5972814172930245;-422.71599999999313
-0.2;0.6;-0.2;64;0.6003522915389345;-426.3519999999928
-0.2;0.6;-0.2;65;0.6029713072715237;-429.9439999999929
-0.2;0.6;-0.2;66;0.6051507898855624;-433.59799999999285
-0.2;0.6;-0.2;67;0.6077260394499525;-437.16799999999256
-0.2;0.6;-0.2;68;0.6096036662182702;-440.5339999999926
-0.2;0.6;-0.2;69;0.6119391590533931;-443.80999999999295
-0.2;0.6;-0.2;70;0.6144650163704485;-446.8439999999926
-0.2;0.6;-0.2;71;0.6165219224549356;-450.02199999999254
-0.2;0.6;-0.2;72;0.6191739251551824;-453.06199999999285
-0.2;0.6;-0.2;73;0.6210638399561682;-456.0139999999926
-0.2;0.6;-0.2;74;0.6231852825582059;-458.88599999999263
-0.2;0.6;-0.2;75;0.6251070608514551;-461.9139999999927
-0.2;0.6;-0.2;76;0.6270804435157237;-464.8379999999925
-0.2;0.6;-0.2;77;0.6290038403658719;-467.6959999999924
-0.2;0.6;-0.2;78;0.6309026752802042;-470.35199999999236
-0.2;0.6;-0.2;79;0.6328452427903177;-473.0439999999923
-0.2;0.6;-0.2;80;0.6344447158586679;-475.55199999999206
-0.2;0.6;-0.2;81;0.6363104393227019;-478.1699999999923
-0.2;0.6;-0.2;82;0.6380742006719105;-480.5839999999922
-0.2;0.6;-0.2;83;0.6397769056775886;-483.1019999999922
-0.2;0.6;-0.2;84;0.6410953290822592;-485.5879999999922
-0.2;0.6;-0.2;85;0.6425575825188793;-487.839999999992
-0.2;0.6;-0.2;86;0.6445952889323194;-490.0839999999921
-0.2;0.6;-0.2;87;0.6460022843419334;-492.3219999999919
-0.2;0.6;-0.2;88;0.6475487043628951;-494.4819999999919
-0.2;0.6;-0.2;89;0.6493449462977461;-496.4719999999918
-0.2;0.6;-0.2;90;0.651072803757118;-498.5659999999918
-0.2;0.6;-0.2;91;0.6528900279413713;-500.3939999999919
-0.2;0.6;-0.2;92;0.6544265156837966;-502.4159999999918
-0.2;0.6;-0.2;93;0.6558380578670405;-504.0599999999915
-0.2;0.6;-0.2;94;0.6570576173745881;-505.9779999999917
-0.2;0.6;-0.2;95;0.6583113215385873;-507.74599999999157
-0.2;0.6;-0.2;96;0.6594992650638052;-509.60999999999166
-0.2;0.6;-0.2;97;0.6603548654689546;-511.32999999999157
-0.2;0.6;-0.2;98;0.6617854288225863;-512.883999999992
-0.2;0.6;-0.2;99;0.6633919517534443;-514.5379999999918
-0.2;0.6;-0.2;100;0.6646660872495959;-516.0459999999913
-0.2;0.6;-0.2;101;0.6660143557158804;-517.5499999999917
-0.2;0.6;-0.2;102;0.6670375900067274;-519.099999999992
-0.2;0.6;-0.2;103;0.667901802777282;-520.6739999999919
-0.2;0.6;-0.2;104;0.6691737060344576;-522.0459999999922
-0.2;0.6;-0.2;105;0.6707248430498525;-523.4179999999923
-0.2;0.6;-0.2;106;0.6719775070170148;-524.7759999999922
-0.2;0.6;-0.2;107;0.6733695008503956;-526.0519999999926
-0.2;0.6;-0.2;108;0.6747796542239318;-527.3259999999925
-0.2;0.6;-0.2;109;0.6762895800286891;-528.3999999999928
-0.2;0.6;-0.2;110;0.6778189135284878;-529.5639999999931
-0.2;0.6;-0.2;111;0.6789829241430866;-530.7759999999932
-0.2;0.6;-0.2;112;0.6802289896785524;-531.7579999999933
-0.2;0.6;-0.2;113;0.6813686808397504;-532.7899999999936
-0.2;0.6;-0.2;114;0.6825325824630737;-533.571999999994
-0.2;0.6;-0.2;115;0.6835949784916793;-534.5099999999939
-0.2;0.6;-0.2;116;0.6845774813130308;-535.2499999999941
-0.2;0.6;-0.2;117;0.6856222629967915;-536.3319999999942
-0.2;0.6;-0.2;118;0.6868871326526077;-537.0319999999944
-0.2;0.6;-0.2;119;0.6880699377491274;-537.8079999999949
-0.2;0.6;-0.2;120;0.6892510622302246;-538.7159999999951
-0.2;0.6;-0.2;121;0.6900147826088933;-539.4439999999952
